	Sample_000	Sample_001	Sample_002	Sample_003	Sample_004	Sample_005	Sample_006	Sample_007	Sample_008	Sample_009	Sample_010	Sample_011	Sample_012	Sample_013	Sample_014	Sample_015	Sample_016	Sample_017	Sample_018	Sample_019	Sample_020	Sample_021	Sample_022	Sample_023	Sample_024	Sample_025	Sample_026	Sample_027	Sample_028	Sample_029	Sample_030	Sample_031	Sample_032	Sample_033	Sample_034	Sample_035	Sample_036	Sample_037	Sample_038	Sample_039	Sample_040	Sample_041	Sample_042	Sample_043	Sample_044	Sample_045	Sample_046	Sample_047	Sample_048	Sample_049	Sample_050	Sample_051	Sample_052	Sample_053	Sample_054	Sample_055	Sample_056	Sample_057	Sample_058	Sample_059	Sample_060	Sample_061	Sample_062	Sample_063	Sample_064	Sample_065	Sample_066	Sample_067	Sample_068	Sample_069	Sample_070	Sample_071	Sample_072	Sample_073	Sample_074	Sample_075	Sample_076	Sample_077	Sample_078	Sample_079	Sample_080	Sample_081	Sample_082	Sample_083	Sample_084	Sample_085	Sample_086	Sample_087	Sample_088	Sample_089	Sample_090	Sample_091	Sample_092	Sample_093	Sample_094	Sample_095	Sample_096	Sample_097	Sample_098	Sample_099
GENE00158	113.24020844875497	79.48788512458667	104.71364596351641	96.23110798084237	125.55278777080785	66.5309123153812	56.49256016724771	110.07910855345303	122.81873127097727	135.31194905779475	129.83614948185107	98.71841775357116	133.7197846044123	35.533269512441805	50.75543345413816	28.12294210442231	91.33839327865367	67.57460932095404	104.29290811614274	81.77459616300612	118.18975128636345	70.57668246722895	52.002967304020785	107.81560938963307	85.42258169029061	61.22161433255794	119.65925386738671	78.62245764804952	77.23268863747973	158.9267495612997	91.73221839140224	116.17112760901401	66.18911315312181	171.69365509030635	120.66700915422213	51.10269824767149	167.13635059774572	99.78722260794163	93.08946244609972	101.63248636573626	60.05614039598588	99.07331174122442	188.59558448565707	82.70824425627461	79.33269642769568	108.37235830425782	53.18550698773546	60.16413457024874	114.38494579589359	81.70630246705406	127.99846315126169	95.2864830270895	138.2047324622952	36.15309875912234	80.58153548433592	151.53023949213363	108.56546818707257	55.38482200628309	35.21382649954013	157.10775602910374	114.06638171195502	99.05990793955448	88.97977929768857	170.2933173628161	101.24315647858893	96.19537798054746	111.1295467454413	129.89535533355172	60.04421206068763	83.27128711948751	60.23777488222379	102.62073698771822	71.85513054329077	158.85762569604037	124.65528579543063	151.54648576735346	83.8539870126776	78.89674913538143	191.7840406308704	185.89422180487006	83.5454912361892	108.9376958902245	89.11755366032939	106.19940163427272	109.51995119568227	102.06373932809673	131.9785194257639	136.8903380872065	116.84091012803171	98.53027442551574	85.71662782956241	117.71444310762335	59.005799729398504	101.9402118766281	64.88985017606176	101.8106097072885	137.199840197706	108.81405339429548	79.91450838434537	94.54772699102597
GENE00159	435.1414153065469	708.2397491622219	400.13503780112705	478.1521423659689	857.0624097843927	393.25064552304804	358.03074522385987	232.3074082664159	468.82128867692126	548.5833430393275	362.5334071179562	438.3971177911057	477.5004480891082	500.2185183441887	612.7041221934368	462.52701905414096	359.9691466839027	487.5589859585776	321.4002267745637	178.07622127927846	540.877215301859	554.1046495730244	432.1914035585257	492.786238337241	369.64130486210877	245.55300723666613	224.5103521990103	474.41176409524286	507.20672465495875	444.61184581286165	292.28142276799235	324.64426143692884	472.1771815427106	244.50319828036316	256.27950885633743	242.245581080074	631.5133712128776	617.1506052889758	361.4231471352991	542.005627840877	864.4913905304488	228.5715934033044	353.07007674076755	315.64207212157197	332.5567066096516	344.42747888717076	309.4564896104292	371.7725769476157	350.95868558677466	693.4417793522454	384.92619973638466	365.52600964879724	615.4943618927872	499.48323868272723	494.7469444172562	287.422064991683	387.4961544884803	398.89708502236465	181.39122900167132	602.6258309965957	304.05439996423945	560.0820420189701	235.505899515771	363.68290428539234	612.8297236486344	210.15517486823038	477.1977602879206	493.6036122557513	475.85974126161364	692.7051090832608	434.998089510926	469.35915983922547	530.2478070941195	162.04508247042537	646.5626079045232	326.3411849010463	347.436450310932	521.9541187774693	374.7575681092201	579.5848545481349	410.62310760643015	497.77993096661936	316.1426431738894	242.9781939534202	447.4271207084996	436.50683747484936	469.0838607463805	512.1585097405041	451.50138340477565	371.45192027670953	506.55271410560715	647.9341781067756	306.4001340749982	225.74898638938947	575.194131995928	301.29839172444105	740.843726421039	352.4140067987835	724.995366447164	342.7746975780746
GENE00160	41.90049837109097	43.47319921381452	33.74079728421221	23.26851706931475	21.431476699101534	22.790222752242826	29.129780911745673	16.573673375026264	40.93989984713209	29.44273042681145	14.803381012810021	16.69581877724351	15.956853168757409	22.068408335442573	34.75435498920958	28.926820187451057	30.776238408955326	18.76883141919225	13.204707275427065	26.06310291054555	26.578265613983234	47.60398818596811	16.702527557650555	49.82618617422476	42.82312615415059	19.96878710326542	29.431889805546582	21.888143666525828	18.547394267900522	30.567862090797437	34.04659028309488	30.635001646523925	20.862086102826026	34.12683169856626	17.255917603087706	27.355124556998152	12.473390406405377	25.211328858758204	19.61880941826858	47.0067880502965	24.843704891973285	20.19603729297441	12.771456625630192	27.75549482329172	19.21288357095949	20.817525965222217	14.233897338321526	28.722920155814922	20.78163376883095	28.26566898876205	20.092961091287634	11.528184743604765	13.719786851234966	29.773684090461188	29.295729685987293	42.05305978290188	19.090394987800348	40.530528329312055	22.262113586460575	19.329896171710182	45.14014393644927	41.27946512245516	18.3193231867879	19.928577041209664	23.25817589014038	13.045768639747212	44.31336412983885	16.01523616845602	18.849314791784742	21.36834157011272	11.948618819358598	22.295207463867463	35.464099779201845	15.907895529711894	12.480317569147024	15.439838320318824	16.96542154069173	14.255541848055191	7.500018218693668	14.67225142552109	25.062761996904836	23.277956342762828	15.0725202565424	28.026653574761912	16.923075291079034	28.450757499888823	53.43346398604392	53.39397798692418	40.33810406023819	37.27884483414248	28.041804089712794	15.412973617567989	28.561708119596496	41.128989203403954	24.821871381132205	18.36515733579375	29.292693300645507	38.388663007359135	10.311442538171624	36.74321546024295
GENE00161	57.14963611253608	65.87757460381903	35.431598963070485	35.32247853603749	47.4081961544856	39.175617671652724	70.2434656367369	46.427687457862994	126.0124497342698	63.65230087351716	40.63788361896407	59.553802087666085	56.22170538851882	51.67362795500508	179.79722938369582	80.0329705588899	60.574979678413854	66.97988576867026	83.06755669815664	151.64445471016828	46.338784461946396	39.46271655522226	80.81957094181774	135.3770900832642	41.5922314381219	87.99131667334974	92.58941882203673	103.5275365675625	56.94647538686427	43.38063676378289	65.24427737759042	77.35074291871535	152.88221175360783	47.806668410211365	103.69367164274914	62.67855993168143	83.56866890609149	58.51729877523754	42.538807342246024	42.91400106820018	57.4959773614024	107.12503120229883	52.241990046178806	53.6394782288339	98.38655230740055	99.35227243117565	71.84948349908831	61.051762721968295	72.78722367482223	64.40244582712359	59.143502719469915	71.28948616945623	39.5234467853331	98.76742566030894	80.85217309979954	117.33475783010138	88.6576025941312	59.30039321846304	54.38879778903339	89.73699254294455	70.38571724665981	65.91090755341808	115.93251951246205	89.73188605574695	63.7991911423752	78.30079194275282	49.241212253555624	54.91928544663928	62.0608183563194	147.42086629557625	84.58454178390787	73.35048420357954	64.1713066847651	56.13024293231842	74.17104037446273	84.11353385684784	40.442787267551914	54.331695377364014	79.3981802556025	115.83637029644414	50.468397654733856	56.20420048648624	91.22168489685663	50.94350485022972	99.18012882420102	57.16891670203394	37.32523286819952	41.59177240101717	50.430800254473446	56.11544209412262	95.92375338205306	53.1703806349164	73.31818617335836	86.67781203291736	82.48137234035988	47.819102911217094	125.21305300054249	63.173494311701276	61.545307104172366	71.27331760423485
GENE00162	5.064848944158249	3.283980860258776	13.379320996862893	3.3383209599232004	13.689354105157177	11.288225553730648	7.103332339215268	4.902440897977654	12.753522704454799	8.17583856473627	3.7310590300931272	4.11469830277407	12.341813105974127	15.23562739018668	7.271950205646061	11.734403035271729	10.725373826920714	13.593908969793679	9.458126603145475	11.766796999798014	5.438239981071798	5.128574910438772	14.552404380432737	7.054635105287374	12.844516470901537	7.988656938690785	6.263865574863249	16.00716167676887	3.7744122486402794	7.729770400990059	6.426978410521168	10.859706075043936	13.57567372494114	7.488215316534312	6.661164245619873	16.691724388151265	13.815316375704283	2.923063529606656	11.584221485969042	8.182086992781555	23.329443652973346	11.964179026715733	7.140327141995108	4.187700107598134	4.066373345834714	13.461038053555587	7.7739274907642075	6.4232794160139655	5.666473121735281	13.370859056200386	17.003733469523276	5.124512833953398	9.980244780279637	6.975898826328052	7.569754422246635	7.557550917606099	8.414741605087217	15.882483328942964	19.842095981850733	7.9935488856364545	9.337643320213125	3.604694143730314	11.841775490332644	4.61799164549512	6.274006466384327	13.380195922216318	9.063328171228264	4.727797487766128	20.869804379859154	14.739915907426324	14.817053649682896	7.395475631262888	0.9341772740984422	9.052931718159307	11.329686858548902	11.209015482128482	2.6033178842737335	9.030513593457869	11.052901781493418	8.488805238556228	6.178982576520684	5.625126795169907	10.795303164814964	11.539168304107262	0.9929839351645856	11.021918319617047	8.944243666465955	15.80342958517226	11.944685430818534	8.221520725055866	7.17407995222165	19.093594333308022	18.21158975901883	4.582365756208269	16.04859027269742	7.443714161093239	12.878611665689618	6.503472988569185	3.9283359791113543	3.916278747729629
GENE00163	179.52416381670892	179.82997973359062	306.768868146211	232.38567542051607	124.26141014200923	156.67339765144175	284.8746990450477	283.3092636408212	249.56252750356373	240.58809063714037	337.8871384532765	244.26413423489842	197.6598827618239	193.57311561667674	117.59524546801782	316.265308295435	134.5641113664887	150.69582618398388	206.84269852833881	123.62449441554753	274.0055064803132	202.10517908470737	121.11112590110339	235.15749170785938	368.9160539822984	143.26443156182623	257.17737793727116	138.1448241436666	255.2483486006277	192.89526483474395	235.98845660599042	118.80469812030725	194.59731653221874	250.04842059689864	229.802568860705	211.62622428010954	109.38839890339115	112.43392420271026	81.72248425901347	257.70382913818366	124.07251164526438	127.6632239025416	123.09907882848651	279.1877662634711	164.36970362960201	114.25080309653093	73.55314766120874	228.8863373547492	230.35434461685955	330.3323780045839	206.03862473061366	135.00806202338654	140.96207205852573	167.17035333290485	316.8202135299785	220.2847938435218	100.07633210810093	245.2129785509638	220.92301937723494	133.99819720432205	210.80199838499496	342.62091469861434	207.27587301514887	259.3400017294163	147.1918515793436	228.58714429240075	98.743485790512	203.8298574138668	145.97465376259586	155.43638231183914	196.16983946361228	211.17765642389176	157.15110189003283	292.45977766605984	134.52749784596642	117.65086417562804	141.7186511596923	194.10801568345627	225.57619050346324	184.55805450921562	244.09203051421937	140.44624486196267	207.81509691701035	139.94936272124752	248.13345690557912	107.07076291876942	151.31578185531012	264.90747356289705	276.18497620685883	165.69223679432707	213.55661314918038	187.53963906392895	148.6759294910171	127.22618700180543	286.8228255588853	178.2300725485332	207.55338697714893	147.57124198351414	190.32595704537192	190.16074579768443
GENE00164	261.07674945862624	156.54013905588567	180.32174469989704	107.99602447621103	166.5152676554951	148.9159249334482	69.55239746821238	176.66791234193835	193.4830939155198	208.2243239783336	213.6050687980433	237.67805149218896	94.19817315656383	134.29529827509702	125.35890058350378	166.2160162498672	154.21551648669745	99.17318044685737	128.782139349882	134.77970348401212	105.0268078930873	102.86427907664462	199.66256302771973	123.74857321576188	131.12578391683306	104.77238763577569	56.15975341711153	180.13393561545627	234.67042467745912	141.021721838777	154.99827985778487	159.17453538005927	176.52631894024717	170.2601754236624	68.61802001525284	264.36321064160904	249.45307677593274	158.56728650013793	92.24514994837361	230.00142891581353	159.39502007342338	115.45381001579362	122.51150089810373	340.97290932030666	141.31463380677977	195.76997099617228	88.08125284543976	132.7066366497158	154.2209673404426	132.94148026523135	151.94612376490124	95.09419483771019	131.87731773223308	136.4459198183547	131.621402096546	162.54892290895913	184.9245949157808	161.20244425001886	218.4888837675652	195.7301585023601	115.0532415456014	102.69952452225783	104.43158137827238	116.69629845967677	158.33714750155792	232.51655520906272	233.7853884147036	103.32174482594381	127.20237597901632	130.72953860720287	262.2452985568491	82.75745998519052	129.24723553848278	228.07122550333892	107.59082203255473	185.04982212817433	153.0731772721018	185.72685317490476	157.91563511405639	109.90037694421915	184.8883132513579	179.44328103292474	184.28107342716953	59.72990252983876	153.59387899129837	222.3743710085481	156.84114580469716	81.8903836433185	142.7692916239691	161.2129028097256	207.35273968109203	123.46693139454379	141.82815301969856	104.65195329177457	187.08364137572528	164.029983481408	87.31831937855281	197.8870587023077	112.87082747944726	105.7508364453277
GENE00165	131.8872652323609	254.01505675136247	263.8835371239872	349.0918343823186	172.18376367349427	230.86988268788292	101.8755968073014	215.37079839115128	172.8086055963491	173.16344244674357	134.74406529699786	148.20583648023134	153.72932032775896	179.69119913773093	158.7575367945303	148.78997865199233	160.9350840938351	225.13388436219043	167.85210537511196	94.10005449409603	69.19074709422242	116.79651522159494	242.3702923867672	100.67600146764951	148.18429196943674	226.44201019802256	156.15292293296096	47.73619136288402	272.2920665291767	199.54360757331537	193.2130106374607	231.07181978717864	159.93377790273223	94.00047405822669	274.02722955651996	193.62078062142422	178.49616685362076	258.98318433001293	280.15957781985384	82.20678444292297	159.66367081179766	146.81073317294923	102.59585859050883	91.53232043872993	185.2621574417856	175.20025637178762	119.8781539425398	228.38506811029603	172.4048410672979	123.50122069141835	261.794170399778	168.3848922260461	348.68882305464746	125.49687554968068	155.40723736077865	131.7026724392875	154.36647128151054	219.28467846002255	166.8305317714583	193.4150179917081	105.8279365925585	94.76035036345952	315.87884144112235	110.84511679100213	87.68497432126843	110.3982364237342	194.1676475874359	101.93541987036001	161.203603454965	118.70200616518466	211.62223862482858	159.90690466851146	181.35994420871805	64.7845863329933	133.08092006440518	92.41175226879596	165.8529264143029	164.75751232488653	204.36057106247284	156.20607716867264	153.78723673522578	175.31796320041028	161.2525050610765	93.28472224328624	218.58592100520272	88.7131951882249	146.20726454311887	175.74223059431537	191.11657226182007	179.19697296579108	179.30885084634608	88.5037516560214	78.84107002699801	253.11854503536833	214.43298295392412	149.80149301447577	138.23862640535867	158.24780260948629	100.6597338623424	175.8351470566648
GENE00166	0.906704862448328	6.273855469014697	10.307009437746459	9.86398088699781	4.23227083215394	8.509305456426267	6.898110031075239	8.662405706914841	4.0826370237542156	7.17635647756418	5.514298785346325	3.0020746220825476	3.501738889408775	0.8760024351980458	5.296412931326441	3.145874492589822	15.923683478357342	6.225319995396224	5.187342610358075	1.8236428349010314	4.331729541857645	5.497324908368373	7.047912797451076	4.515842831250234	8.360175256698202	3.4810964835179106	4.329790955994859	13.198748911118786	8.411361179395875	5.805048451399339	2.08244866707628	1.9497084491164673	4.533913878945899	10.766185467499739	8.393496826555019	11.529578612625151	2.1167031718632248	10.037523255140755	5.113904153220826	6.267319485429818	1.1263620646555474	6.124092555058481	5.001090181432631	4.433528623917432	5.98206857291019	6.6968351949862495	6.014467574947915	5.393868035210582	10.944779164538215	5.010666094820189	2.0114303166166185	5.358898333145664	6.559309149017786	12.325075665822249	2.8008028449200535	4.041576520568042	11.965536946772367	0.0	8.495899067693562	13.122307203527901	7.051888769013111	9.121680321100486	6.386658172268193	2.1864061999172333	5.616014478031589	3.7754000279443214	8.411500528753567	3.9887216200316553	6.205832257646511	5.477987826968103	7.615200298127717	13.849793319783917	14.463573825392475	3.871942740279262	5.209860262614704	6.109196345190858	17.208235390737435	9.482276260086737	9.935550134778385	7.952559132571375	4.9985199046743025	6.317091783915991	2.1707938459002736	2.7953197877945213	7.699993352551572	12.30102758918427	7.572838897311387	7.078297249428584	7.6804924347144246	15.167184483416284	7.480153248016047	9.352910100915864	3.121290427677166	3.921609746790186	4.453493353128314	7.825533601089842	2.3379798623232633	5.566635315493721	3.303128605493434	4.113932587802959
GENE00167	661.5839000547363	648.3426687747125	435.39115313929625	186.13945371625744	841.1967320682807	627.9548810723998	491.0867622526552	603.5905435273216	602.2268995546785	151.3578325346041	381.4725973254313	471.5375784592684	574.128685883548	700.7508274430463	470.5773642494755	487.5868724419854	419.94445405621263	418.3343462542339	296.9189640670157	355.87969263518283	532.1451693938219	429.11455309908905	559.5409520751937	461.9540300267139	361.1750993274803	299.20124418939577	597.8609115917818	473.4554816612598	407.01111014952943	365.23903657475233	472.1086357848023	551.3551010585702	390.3106108783209	768.2969319256877	535.1913927748287	793.6643364472629	432.10932651166155	291.3045539873921	426.4355069601495	411.93345331117206	255.41079149692558	616.077260925446	617.0343669758172	663.7766409074503	410.9736137677347	618.4646503812369	477.70751808289543	521.0643710766374	393.9691107417844	297.54287692809186	322.5801545251535	681.6748528741514	445.30370226744674	838.6954731870559	783.8873846215888	1484.7244899008551	906.8602745999427	488.91613889932296	732.4303927769486	334.273182681038	291.0705444641989	1038.0591874677652	428.63036745892646	374.7108211718557	515.9094714020752	440.70635108656865	465.03179206629335	374.76975005091566	310.180890968672	386.88214101141386	701.6639887236558	395.42135580090405	255.02375112335042	470.03554878688095	360.9070865722992	737.3007272866698	415.8525766286828	350.1359022654533	320.5047164153414	502.0197214520019	316.96396574821955	211.40155669148794	276.28891568981845	223.54036599658693	305.9251111058946	344.2238343637881	464.78821242616954	447.7945500562346	486.0197498534777	395.2349329784448	384.97657130414154	664.2445979760728	369.5813393109309	556.105079642778	415.71633804854156	347.7507020855867	552.9161526058263	478.6786742718837	590.1396616848297	651.8782879330935
GENE00168	510.92595701424455	715.0351235815687	444.01418149976047	371.6563481461961	836.5923520712879	641.2212120475955	597.5888315880591	660.727521539955	740.0609019061791	437.4578648819484	735.2941215693783	356.9474691301049	932.4602248217977	451.5901307774425	498.1184065139206	607.1111286617094	455.4810557544225	580.259364691716	676.6898724794017	587.6586088200719	498.27935717441807	614.8768182375843	732.5474887317567	648.9485275340915	550.3666813776993	372.3538579939639	490.3837617200642	841.0171259311928	569.7476313135091	607.7989742029173	563.8397113251714	558.5577979749593	346.1806289393604	379.3737150133962	1274.6941075779853	528.3073600010903	554.9411897116635	407.72709731739445	618.1361388433218	1043.1858498881932	517.7475733947132	685.5626293468504	843.7138208018799	624.9236958356973	1006.9864665359542	885.8220740113496	540.1265525620167	727.1207645676993	652.536319703448	739.8063783548448	392.85302920895026	439.8107043398175	973.9264696024343	505.1106786745188	801.4919995791363	548.9847324880941	877.1500600098069	452.10931325739	592.3586251628071	591.5093443664795	647.8600182083918	593.8696617713963	750.4579140667992	942.0113355322524	503.9626685451688	611.7035253424403	585.9220691763913	424.2268896523986	344.50285826365473	786.0167992894737	757.3727293037814	343.92813961364385	364.5581006235705	414.79704447403793	415.66411934702853	463.57071822370426	526.7315845026048	686.5881051487706	724.6427104731121	827.3692713124639	651.8236364180444	924.0371155968136	488.14347185807367	592.8992924031603	533.7534107750489	358.65330969604963	364.81105498943094	373.9560027189954	724.5377426286273	423.9883516493004	632.2628774400785	477.0279984534038	323.7326440970278	589.3877771429114	603.9574627757254	567.9972461239773	534.8791452716263	412.24036069061174	347.1489849406641	458.02343557298565
GENE00169	972.680109135366	826.0595144855737	1324.4719026526072	1295.3219567199126	1622.7193327703096	930.419800289756	649.7208037751863	1651.8622255151854	644.5576892113862	637.8333695701338	1114.38195762008	1480.2262453899002	1744.2627118844925	797.4657459202127	798.4176372948862	983.7207622579401	1191.5084734522434	1623.4874851398458	952.1321321897069	1130.875524577998	1021.9740435356186	1650.3569147085518	1485.194680016277	1119.7403555155456	1213.58686758495	1244.0877129041116	2150.096658634122	1147.0981843199488	1733.6884651632574	1832.933639638973	798.5425912802847	1130.675939069833	1213.7333935014763	961.979969141534	1714.2724051431308	1644.8659228090567	698.2811497451977	946.1057527271461	833.9350146342306	1028.380134472014	1121.4652835283953	1511.3346979743765	1315.0561861250103	1411.9583876187278	1332.482142416183	1425.486970520402	1563.5739745205879	512.3107419567253	1850.2430139644632	1209.9758012242849	1315.206436864115	1113.682967309355	1303.7731898914196	1277.1573553507549	2571.71180708161	1031.5099949496096	1558.2864097450788	1243.7402095661914	831.8395034535973	904.3774665895348	993.4879116306714	1702.8581159242221	1586.7315575942348	1280.5578536612622	1107.8839988802117	1240.7244038295942	1654.7433536390142	2114.7367602056643	1284.9427150269717	1290.1516786616232	1590.005372150542	1141.3942476198918	1039.6058006339258	923.8497166506869	1277.3027681130663	981.254677154888	2664.2164462883484	1093.3691372220696	1273.6041552544893	2375.278048748048	1071.0130422915925	776.0942343602998	1374.6170876902602	947.1565017554061	1599.0670373941045	1279.9764669288704	1304.2564860749276	1922.4913667057842	1253.384955592966	988.542884708246	1301.3650726993974	855.5909416063281	1305.6681336513632	998.8475381242841	2437.2089586194343	874.242284833883	1545.8883765879882	1051.0516972522896	1387.6971463596901	1810.2793793692506
GENE00170	5298.988201486876	3777.104646849358	2206.295955162349	5459.468409724279	5089.486172924421	5155.6827686869265	2486.038974021367	4585.939518558409	2378.317813300448	3378.9690696581433	4013.6585601944917	1791.6031204412534	4656.818595285644	4637.453931089662	3031.6444181381285	4431.850460258507	3767.391431586754	2823.572789359878	4013.3107168576767	5348.763659708067	3141.5287562318376	4369.9364785156495	5471.9620335624695	1512.7562698328236	5645.636583794583	4338.06445556766	2978.0220278100633	4044.582305038866	3534.5684304267606	5538.701748826508	4297.521086669634	3247.0591452800236	3110.12319341816	3166.909591509172	4863.478435460932	7048.795751598287	2068.5801032885774	2724.8287490886282	5986.965728792802	2782.362010781297	6163.865846579069	2614.0064107994212	3804.7292216548753	3113.4617695712227	3493.148252773747	2633.8389178884445	6267.384956044205	3043.1296104975504	3797.999602764241	2967.4651198474494	3467.613890030159	5237.233739164307	1824.2894366060675	4216.437155720155	3768.0265801010582	3937.3311135364124	2794.5314608296703	4640.969360907739	4869.149303081948	3009.943407717127	3589.177477352052	3462.8411859735484	6436.707283193396	2521.747701559389	4788.347704188444	3328.8695569355546	2963.724611014403	2531.917641240667	1856.913426500474	5072.13703946463	5571.09367523197	2206.4573728820783	4240.495399969916	5677.248246038423	4109.27739817177	2558.0594605827737	2721.621414652326	3194.922953163775	4226.546754873996	3601.871993106894	3875.7261938378174	5276.622104823159	2323.749721732294	3885.472902185057	5138.754790197724	5475.957176917215	3770.8987330575187	3794.7090507606194	1965.6087838116025	4685.094681951731	3788.2262824947893	3113.6513534123233	3323.8751678953117	4315.579350938668	2804.4106226154736	2221.4274671737594	2806.955721038548	3441.9472649431386	3589.6227532148473	4258.702294901266
GENE00171	88.7713327888306	73.23279655114126	99.55711376409172	79.6798973398229	104.57741238593664	63.21709073339108	155.64164300341943	48.76953681729529	90.38157237092909	78.76920215379927	92.3578059946193	42.113301875887295	47.304146481097305	55.728356962640945	54.21231604712392	73.46148741776848	79.22629301931596	65.72123470016864	136.67215859766708	141.89824592658587	126.23413497825658	56.65157187766208	108.90689219274375	81.33014626091231	119.35588727387554	48.83142765332465	68.01854243192264	76.8688909185495	119.37671434715132	52.17164251638437	143.76577427763894	111.27871918825919	65.41865915860183	69.12903657818408	76.59741886391613	125.93042123881376	64.89473697892056	49.02238058288941	103.71861802971125	85.13560579771074	78.8334630651579	58.801506178593634	91.09997932859189	37.42777138745725	83.96769095954625	105.80316293618563	51.00372062052178	38.882767632913996	74.17517766520047	123.43927900390497	77.5700866497173	161.567108119321	84.83517352919391	95.36014847471334	202.2948315868381	52.73944737868361	193.66464921164433	84.42361877465449	98.29205435663738	77.62684478464529	88.7539735440585	204.12928703291914	78.92105113491218	81.03636356853812	142.60344261640947	74.97293607445182	81.74953678157482	59.95424948931769	64.86425726305157	139.28374968492346	36.28785254024501	62.162987368898825	75.14761883953001	70.17535852219756	135.36493601644702	53.70862123428458	140.3074765994849	100.89144655670233	78.84673632057061	158.9019585963094	94.96074310544978	129.51309254043022	49.780430671693644	61.62938247287614	56.036379869858216	72.80020209008752	75.32678692690871	133.77236532517676	83.57621089184352	56.86961435242359	97.34515990731889	74.16378061703053	93.18894328732682	42.633663110840104	71.59992705933857	37.79037677600007	76.10007944710435	58.963363500641876	53.78220276288244	66.47594949330392
GENE00172	183.41210216988256	125.76894116848474	187.43475283573218	159.57193681408188	361.00743890078405	125.57177344770852	273.07323950588477	131.17908476441758	238.5743836159624	139.39574429401375	130.63832299595083	184.01814572016642	113.06228690241761	203.84382042774084	109.25752738251936	212.99740553995184	104.63714609817241	161.39566596310158	77.23046898543846	169.46085385657867	292.8234658829708	140.29590200767055	164.37590715478913	121.15620743966355	153.34831647424997	93.18513018646829	240.69413300765333	167.48255158601842	109.93142762048967	183.5650800816125	202.66023045390793	161.93600902353842	148.49115925669895	186.34602321660802	283.7873584499222	129.36882414963029	188.11953503194553	159.20985657881675	129.64552939171622	208.39843610093624	258.5678575930914	373.5046918795129	135.09255116902665	155.94124941653615	164.43134832340616	165.43170549197114	223.2878509258524	166.7699989620202	285.5304399163022	109.93028860314325	146.78805716880981	138.36393838099943	70.48582372264032	230.0954314463462	146.45500859409657	120.0584682198173	161.69394719972544	271.5058052186111	184.1829568325205	140.2233191132347	133.79744869286046	242.97405413294265	120.25789764574091	102.5317010539569	102.73583205015152	135.24227458680116	199.69386572204687	139.64401119445327	95.01521104328165	131.18181355465455	174.2920172912272	96.30418731124809	136.52812994576053	157.00697480474105	151.7143542707641	55.68986505843568	124.11593503089146	160.11655661530878	188.58499844920473	332.13631181529263	162.31209079984134	143.2412749556801	171.6499985874977	117.85935438877682	91.17520877418184	97.87894775144524	170.0643597009308	213.7650178824392	190.171227318639	174.92549226919948	238.10752680855776	138.54467880245022	164.13799528863558	105.0849170890781	110.53504398999861	103.29472099468782	140.06767886765928	186.7124575509741	169.2706885653088	166.34141010748334
GENE00173	53.5322882487864	88.9979339652994	61.337318555867505	29.862239972449434	111.25908794624614	62.46767105043526	85.17956565433434	81.46674255820288	65.40987798175583	58.398748059932814	77.13105525935583	68.01416357667077	106.36022691619627	61.04501378573651	69.46291179120581	59.32477080800221	117.57452372737647	97.72700013216651	71.73603992767674	66.10630246094848	69.29054583221463	53.507135272914915	167.06145934236187	49.79697556219038	159.28518438223347	125.83030425008013	65.19598250850255	105.77019986693024	58.95673585614266	44.29820133970456	55.66102517852733	98.27176897795417	62.11468632063773	49.841060378956314	38.1832879424317	107.26146250926475	72.57244041824663	35.79444406435273	104.00056485564255	73.51881744829666	79.19861667287783	86.49480467503999	102.9041253288376	104.44206374209458	49.268989849153044	143.74975045095564	73.23889803196364	131.71923968234523	108.74458351698546	67.49801819825723	100.09082830626627	52.84327118297138	63.52702409112867	70.14358090559193	112.73859936400547	88.17339428145637	58.76742761715788	51.9166311532242	62.91723831928085	88.32451264731928	65.59225897866658	39.69737528158328	59.20898375469422	84.09312893812752	66.36037675295448	35.45197603082028	59.366537858275024	87.9645965412215	38.24716633475608	79.74747350060964	93.18396751966343	68.70841418970966	93.00966380722252	52.368525461704785	82.51951647072805	130.5463461229434	105.84490103989178	101.271174951805	123.36736795914747	55.18666302265392	117.78222947131579	71.56936844859527	51.59819748272362	84.49176567772281	77.94775683156828	82.13914293063212	74.07176130478437	62.04669615465031	89.97238543557805	40.98757366610344	94.77447102699973	120.09833043055329	48.319800274833995	91.1716669435249	77.62054216854318	87.14380920715305	56.302059620961145	95.60690372409087	84.8773168151716	81.94461285728914
