gene	mean_expression	median_expression	std_expression	cv	detection_rate	max_expression	min_expression	variance_category
GENE00030	30.513371911842295	27.92756916363672	10.33882456680965	0.3280773823801591	100.0	61.51754515553744	13.033481442908371	Low
GENE00031	33883.43836366315	33350.21774384192	10635.532953837714	0.3138766191043911	100.0	61908.84616942795	8524.750018843679	High
GENE00032	44.93382458985446	42.987146478656754	18.20258180105615	0.39627838447131203	100.0	117.8114513007098	15.893680487111691	Low
GENE00033	1012.6405401476457	952.7979879507477	358.0396933163399	0.3532215604401421	100.0	2133.9959328427867	452.0676245714328	High
GENE00034	1060.0297077032542	1035.721284602677	322.57258426617267	0.3040184284419573	100.0	1919.6992502693972	246.352795778374	High
GENE00035	199.75915568308758	193.12693502752649	62.75284775752261	0.31257776286219485	100.0	340.5977583314284	63.20596452588593	Medium
GENE00036	40.9445930497959	39.12837087837352	15.638311451471546	0.37283259448735173	100.0	88.2999260125427	11.049396972973287	Low
GENE00037	452.46993211279727	449.23911830871384	142.8920914380754	0.31510819421326497	100.0	946.4022732822845	152.84563740908237	High
GENE00038	14.8656509312807	14.24947590993351	6.16405358197166	0.3885156435541273	100.0	36.51092081587908	2.881203789361324	Low
GENE00039	284.93629849294757	277.46435339639953	103.0381963276951	0.36035367622357495	100.0	608.592297269195	103.41092127474928	Medium
GENE00040	458.7825105051225	443.1429904441073	164.79091927104716	0.35841058654015767	100.0	1050.182511051761	175.5314519381345	High
GENE00041	2.353550196978399	1.9306296488555728	1.776014752547072	0.5295924164627949	87.0	7.643780404248375	0.0	Low
GENE00042	11.270069016400043	10.773341733402248	4.757629222420395	0.387742661924835	100.0	24.958398432372373	1.692699571550203	Low
GENE00043	33.52909883134992	32.54925952835168	12.079909820683252	0.34984723695469194	100.0	68.92821725182147	9.426644590367042	Low
GENE00044	1115.7529947232497	1075.308971887441	387.5924094268596	0.3470708484850865	100.0	2720.4886103551275	439.3562968220475	High
GENE00045	62.243908993791926	61.87365308056977	20.915265394318144	0.33070798005814606	100.0	116.2990377917698	14.85371343098178	Low
GENE00046	73.03071348566212	72.80909781123151	24.88227230939075	0.3361074226876095	100.0	150.0259768768577	24.2287041176871	Medium
GENE00047	66.75132024586443	62.32229553813558	22.992464863287417	0.3393655618790821	100.0	145.75366685634637	29.16358278827416	Low
GENE00048	39026.97981153399	36649.2468133446	13237.564521974582	0.33918139206535275	100.0	70861.51675104398	16031.049775732472	High
GENE00049	393.0313946174497	358.96192109806634	137.0216145468456	0.3477428865277975	100.0	1004.2303219371876	160.4473518519788	High
GENE00050	291.9085928898278	279.9646424828097	96.10027243017167	0.3280896319293645	100.0	543.6203599294327	105.13438699609311	Medium
GENE00051	271.95559526489944	256.9454609594184	100.32226573688949	0.36754060908525504	100.0	591.4993211939592	97.97554618109083	Medium
GENE00052	170.25604575694643	165.92265371921187	52.127281800858135	0.3043821406155745	100.0	315.2428339266913	59.67585196699535	Medium
GENE00053	217.19102878538422	211.22540505174024	75.11245303221929	0.3442508770885395	100.0	436.1743769769454	92.9779941647041	Medium
GENE00054	208.76880725076188	202.25743969588342	66.20238360594853	0.3155968919955237	100.0	466.5095738810455	69.4063646262094	Medium
GENE00055	538.7141196696592	504.31959230236595	185.84185426916744	0.34433387509467966	100.0	1142.7065117140398	243.45528400920404	High
GENE00056	1944.4583054461984	1916.1543428655923	635.4134128507781	0.3266137398431901	100.0	3698.147014759231	400.3077087420013	High
GENE00057	26.555981177106297	25.346651397536764	10.06663040455977	0.3653156220371931	100.0	60.42031487042815	9.824061314712784	Low
GENE00058	269.40783596586255	263.58848540073376	86.30551932522948	0.3191679672186906	100.0	570.490019547979	98.45921223066952	Medium
GENE00059	210.0937007603123	199.83108290792978	66.03254991507629	0.312811560350886	100.0	375.456258422649	84.32252886352202	Medium
GENE00060	102.49452751464989	96.83509600095866	33.22484094415442	0.3210299302004289	100.0	182.666199425079	48.65476814840009	Medium
GENE00061	29.66793306660237	28.376135831143067	11.322725135334748	0.369204051370038	100.0	72.63309071922747	5.702564972052082	Low
GENE00062	125.33805805235637	116.08370603309976	45.9282237832026	0.3635343497536527	100.0	267.5293319203564	55.92020848692127	Medium
GENE00063	48.79713699601956	48.73928124573324	18.814662387481317	0.37782618685458225	100.0	119.18715570866397	16.787993436739875	Low
GENE00064	12.766397632915844	12.546677008121375	5.4108739250064435	0.3930493705970611	100.0	29.203328471909465	4.009764525021962	Low
GENE00065	1154.3063618147228	1107.722673122781	418.67140196262454	0.36238993898119565	100.0	2609.694409805893	391.8392284879275	High
GENE00066	696.9838270972178	663.446732370449	235.90950136019097	0.33798705958746034	100.0	1447.2090452720654	270.3846778384164	High
GENE00067	77.25184220811244	74.34581626341821	28.733149558862074	0.3671881549120039	100.0	168.11599288964314	23.641131847921145	Medium
GENE00068	590.0089516655163	565.8564166762128	195.79456710136654	0.3312886658477843	100.0	1255.2868234821517	212.65439541649596	High
GENE00069	98.01999380309213	95.78400094954384	36.0441249292295	0.36400855569538454	100.0	195.14218251826517	26.577681143266915	Medium
GENE00070	120.05997831945143	116.72354839299037	40.60099401996653	0.3353791614998408	100.0	249.6793778818451	33.69374429700812	Medium
GENE00071	43.682428658400795	40.57889459301241	17.8017741656469	0.39840659293035025	100.0	120.95010918394904	16.61302962135898	Low
GENE00072	70.740388560714	67.81082426957596	20.545339421299328	0.2863845573391588	100.0	136.20213376171066	29.523714368846804	Low
GENE00073	16059.57768153878	15739.909362195029	5825.439608699457	0.3627166920275632	100.0	35941.57960014367	4563.906573910504	High
GENE00074	131.722634655727	124.26116352047333	48.15202176115988	0.3628018829347592	100.0	303.67804813888773	52.32992861130634	Medium
GENE00075	308.7219344079198	293.710501695061	97.76651631902789	0.3156590007289065	100.0	628.1673339356017	130.0801745468359	Medium
GENE00076	14.076659073187624	13.184718958090336	6.889103185525337	0.45693831452201095	100.0	43.937374692170245	1.9682598619753255	Low
GENE00077	81.59085796009215	76.09756736331389	32.59165473923157	0.39461576673510085	100.0	171.55053511420584	25.7299485706955	Medium
GENE00078	18.66426134184231	17.842869215944226	7.44477039696516	0.378593951104785	100.0	37.15334138430336	4.566160356326351	Low
GENE00079	89.04871480471543	86.08065837336517	32.817040526482636	0.3644365230270245	100.0	172.8821923539795	28.39313427117489	Medium
GENE00080	245.56377428525687	229.13002968365424	83.72087578503049	0.33955059305740243	100.0	521.651833398951	77.27167666294032	Medium
GENE00081	9.811012354437747	8.586454696221953	5.4944152454745785	0.5082239354965874	100.0	34.96519749979483	2.1506476445706197	Low
GENE00082	553.0595859609939	511.80623053314827	221.10641332462183	0.3990661274114078	100.0	1457.5803889532483	125.32058693615652	High
GENE00083	16.00541149910143	14.616484733469802	7.1111467999420785	0.41816963972426263	100.0	38.39567896182128	5.063737293841667	Low
GENE00084	12.560911783967361	11.907055996812618	5.449979519262629	0.4018888704597259	100.0	27.984105335797803	2.951308486691538	Low
GENE00085	15399.134470508494	14999.2007978514	5336.912001770154	0.3465497013672463	100.0	27327.41971361704	6246.150481767711	High
GENE00086	350.57998595792435	336.1533921165968	129.50062506816028	0.36833901314182993	100.0	751.3231478951319	101.1752958770308	Medium
GENE00087	5130.535024971091	5145.649062482624	1702.0086058492745	0.3316763108050428	100.0	10748.827474929303	2223.3369998968037	High
GENE00088	73.34385013291013	69.43981482781959	28.87276161354368	0.3883678550670386	100.0	173.40642119029926	21.84582483299645	Medium
GENE00089	4380.476222654365	4100.058522527238	1669.6956756559496	0.38108062004828647	100.0	8386.162207867961	1645.155050388763	High
GENE00090	1150.6725851193387	1053.7368333409468	389.834695082141	0.3384943777590621	100.0	2727.4570200582893	471.1543944325085	High
GENE00091	17.201871724685443	16.67652734002184	6.900661981286891	0.37911826243276886	100.0	42.40827325301333	3.229469294666272	Low
GENE00092	110.4828422775624	112.49037256207944	38.16863033116182	0.34237223909426495	100.0	204.3262349422696	24.61810416876168	Medium
GENE00093	170.41312082464393	169.48506770610413	58.876401772244954	0.3434766340464431	100.0	338.8903682386626	54.50302536509834	Medium
GENE00094	1494.3527541077901	1436.4130005422594	462.8053275519012	0.30949575361436127	100.0	2751.8004103989288	602.4291445226547	High
GENE00095	15.486353031935177	14.867918287809879	5.1595855731100855	0.3129610025404418	100.0	30.22996111843822	3.9298053234063777	Low
GENE00096	24.536997006679076	23.214168447961004	9.940876414447288	0.38927350822993406	100.0	70.99513510536194	7.4308117055811636	Low
GENE00097	21.19946347241631	19.75253789636058	8.537970553017114	0.3846025631937399	100.0	47.0109849198436	6.035723151844682	Low
GENE00098	40.638220677848736	38.742009175842554	15.185508759176804	0.36470119308569293	100.0	83.4184030558119	13.514326402000377	Low
GENE00099	14.284080013062113	13.99602362774935	5.463251855260518	0.3574472163579033	100.0	28.789132581859064	4.408674882068005	Low
GENE00100	180.03006291792332	168.23918171701172	66.89409427590877	0.36951925662334706	100.0	386.8063930729885	46.43699643368207	Medium
GENE00101	17.234454088115605	16.391843992987578	7.605280553461708	0.41708298568798324	100.0	37.38293369724026	2.0702429855460984	Low
GENE00102	3.5507648790085096	3.2270794830458582	2.1593604157253625	0.47450493996864757	97.0	11.132456295641056	0.0	Low
GENE00103	2048.625086311452	1940.093987244638	693.4489946702191	0.33832967760858373	100.0	4210.987377973222	741.4123934857663	High
GENE00104	7.613534958261152	7.386474736347447	3.2091084221625468	0.37256578602316165	100.0	19.2034423959879	0.8921010694237835	Low
GENE00105	16.83278313652435	15.801083723542126	7.146235523552944	0.40073585086762636	100.0	39.69577390294143	3.83210939060527	Low
GENE00106	567.3158749052661	580.0304067035071	178.1143699464224	0.31340734582878355	100.0	1046.2446473282318	246.94504220449443	High
GENE00107	1161.3006187993537	1102.7079403222492	422.3192814911572	0.3633477214590226	100.0	2228.3682506596133	263.5925175687679	High
GENE00108	33.00877643480603	31.82229148297713	11.855547384959133	0.34860258520873044	100.0	69.6344766400479	7.3926815260744	Low
GENE00109	463.42526324798894	447.6440960641593	165.7855681162509	0.35696931505581436	100.0	1187.8983175752533	157.35182154708687	High
GENE00110	399.97368561541197	394.306506116976	114.82521700561838	0.2863659664583359	100.0	674.2917045296106	128.0619276718472	Medium
GENE00111	1558.7519473878963	1467.2749649545126	525.8584951901973	0.33714238733335017	100.0	2835.911767479781	502.0194065633152	High
GENE00112	2805.2943437833983	2741.498880089281	836.4728656870899	0.29807025322916464	100.0	5891.821456280999	985.2981748455576	High
GENE00113	838.8838696194384	807.3037814769846	274.1648969022029	0.3264319113860709	100.0	1904.2127734189612	309.5403035719444	High
GENE00114	115.06051816786363	108.20980607256053	43.52318972806653	0.3750042685930193	100.0	283.66749818900985	39.517323554632114	Medium
GENE00115	1816.0485649869745	1682.1090726029242	688.6075607195414	0.3789703665540044	100.0	4046.766164976711	745.7233729350887	High
GENE00116	23.02595850467679	21.339725322909132	8.71489869302717	0.3627284502023411	100.0	58.979134027121255	6.4206612199117945	Low
GENE00117	494.6835020046232	488.135241105541	145.68153804424404	0.29390031634114233	100.0	1068.9308970177617	252.2914172752756	High
GENE00118	1576.8997111353724	1544.5570940481834	550.924210715655	0.3491503337174955	100.0	3691.85967564386	490.0747766234039	High
GENE00119	519.4459282542638	502.03310627210135	166.42258015050717	0.31976920389931734	100.0	1032.0613004264667	165.03085242900684	High
GENE00120	5012.3947566600655	4769.145013996788	1877.9305288728817	0.37458261717335084	100.0	13827.030171562024	2143.510182592785	High
GENE00121	316.64886817939964	307.29806184180535	115.89575189064206	0.3648549184352428	100.0	717.8859086645215	127.39893757256029	Medium
GENE00122	8662.95994419145	8144.438514410613	2772.55488749929	0.32001012301056225	100.0	16165.802636066785	2830.225446770119	High
GENE00123	1.1028110044619295	0.9908958635423201	0.9609500126142426	0.4569835380237284	69.0	4.2699639388422765	0.0	Low
GENE00124	2665.3220030047405	2433.0164595709357	952.8156128594649	0.3573520421710936	100.0	5695.007543105866	900.2958520631528	High
GENE00125	7.420316795746774	7.011979621958007	3.519131405612052	0.41793337364570615	100.0	19.2601797368844	1.0360350477623008	Low
GENE00126	783.652960796246	763.4502627224363	230.92504530575405	0.2943021397273734	100.0	1516.6772484766368	335.19719919387126	High
GENE00127	2082.435133969512	2061.6440645782936	645.8491782110876	0.3099924579751944	100.0	3938.0677999722434	727.9043929391867	High
GENE00128	65.85512284807423	64.96338852745563	26.40028619929719	0.39488800670205715	100.0	209.74897224030676	18.26235768276613	Medium
GENE00129	383.77147481036206	373.11655391319323	142.39456403905817	0.3700756770216362	100.0	762.7833348040892	149.98018493493447	High
GENE00130	503.830280759667	496.4814003110275	159.09301000196984	0.31514157542722515	100.0	993.3863877884892	169.77110749833122	High
GENE00131	15.160459857219415	14.492777017112996	6.322333071035844	0.3912223492954285	100.0	33.72174220194818	2.022730045242387	Low
GENE00132	1722.4029240486987	1589.8522583077443	563.6633134908442	0.327064150597273	100.0	3978.530801215728	599.1920574121218	High
GENE00133	28.129031359526962	27.34438780183414	9.475497355167324	0.3252939391706982	100.0	55.92042657242758	10.082061611551753	Low
GENE00134	87.98570467570529	84.58625394775345	36.12635886706769	0.405979353635785	100.0	276.5688895875909	34.460476432234266	Medium
GENE00135	5080.440166909313	4912.4480022623065	1669.9115167665993	0.3286295738836359	100.0	10048.694918061628	2410.6333480065387	High
GENE00136	146.08773570634293	133.32841105811247	56.67843577734623	0.38533760483269214	100.0	351.2902079677124	64.83255453313386	Medium
GENE00137	1264.9734991360156	1198.4549805982822	417.80748318827415	0.33002861708670345	100.0	2436.2195932390064	418.4574071281646	High
GENE00138	51.4557215601319	50.40296597253716	18.073165926534024	0.3445413653459346	100.0	102.6487261018171	16.120055871000456	Low
GENE00139	145.22319095430385	135.75654332314383	52.710908833615555	0.3604825506105131	100.0	283.67093014903315	40.781576445918944	Medium
GENE00140	1874.124737451694	1853.2134259143631	622.1537172756416	0.3317932427904249	100.0	3778.080465089477	545.6126247152685	High
GENE00141	5259.706733655784	5000.581967932625	1710.4397363285925	0.3251349719584101	100.0	10356.274247176172	2111.620827076636	High
GENE00142	6.512720688742588	5.67984239859437	3.6759519644499745	0.48929703588717105	100.0	16.85131949868538	0.8843963230449657	Low
GENE00143	200.36229823019028	184.16116824944555	73.19227169213424	0.3634854803279183	100.0	419.6022061347623	97.13235977569148	Medium
GENE00144	143.9879153767901	127.80869308990671	66.86837726194508	0.46119965990385897	100.0	379.54877738497936	30.03400265983949	Medium
GENE00145	491.5960776992646	468.1243955049986	146.40600693635344	0.29721309926007156	100.0	921.0108531011556	242.59672640595068	High
GENE00146	921.8831846980922	837.7955833213281	305.79599367397157	0.3313485376526914	100.0	2012.473817761905	377.6638117220029	High
GENE00147	196.27621091303325	187.94111016964234	63.347436345786555	0.3211103662859405	100.0	428.19742973433694	88.11436176094834	Medium
GENE00148	233.64215728994753	218.33443402416503	72.05176160560264	0.3070708283531855	100.0	423.332048636857	108.7835311484289	Medium
GENE00149	111.40214638541471	104.90251972763497	39.50056642853891	0.3514218162088807	100.0	221.50775060656795	46.35659644905817	Medium
GENE00150	3116.667052557609	2895.5593823209083	1078.5079665821295	0.3459342990770502	100.0	6897.517127141564	1195.2906288004674	High
GENE00151	78.46873364274185	76.88874473388887	24.73832971420722	0.3112963876512792	100.0	164.55523728212117	27.630284720186975	Medium
GENE00152	24.384794374296977	22.711600879442983	10.43706992740141	0.41115440107599693	100.0	59.40277875095621	5.439921910147912	Low
GENE00153	443.99667374599574	434.08213551484744	159.79606049508342	0.3590949549126182	100.0	961.0216678842328	138.7841373210698	High
GENE00154	506.3810761587904	492.7933133193893	158.37030671294772	0.31213286059447753	100.0	1044.3151434835236	213.5532696837952	High
GENE00155	6.9892896459831135	6.105911590059604	3.3181574886834713	0.4153257217744994	100.0	19.91816195693417	1.1598714301778796	Low
GENE00156	94.87324821133163	95.66325667419187	30.27761007313708	0.31580874371124573	100.0	177.99957516806873	39.00388827087353	Medium
GENE00157	25.65897698063791	25.28898294040298	9.915326304530604	0.37193198792781823	100.0	54.32003662063597	8.11691105285181	Low
GENE00158	100.54160657512217	99.43026717458304	35.00999020282125	0.3447846787505797	100.0	191.7840406308704	28.12294210442231	Medium
GENE00159	434.31898910528827	435.06975240873646	147.2306142455428	0.3382131676547032	100.0	864.4913905304488	162.04508247042537	High
GENE00160	25.832904692973713	23.263346479727566	10.69625856176465	0.3986246991949962	100.0	53.43346398604392	7.500018218693668	Low
GENE00161	72.54911822487946	64.28687625594435	28.450595596050952	0.386824428119751	100.0	179.79722938369582	35.32247853603749	Medium
GENE00162	9.468905252587462	8.451773421821724	4.617104327084721	0.44103029072152244	100.0	23.329443652973342	0.9341772740984422	Low
GENE00163	196.11325732733337	194.35266610783754	65.05615139777845	0.33004452506075665	100.0	368.9160539822984	73.55314766120874	Medium
GENE00164	153.99853774891514	153.33352813170006	51.45623073036869	0.33197881397902956	100.0	340.97290932030666	56.15975341711153	Medium
GENE00165	166.4873210544257	161.06934377440004	60.3796051550674	0.3605025429682931	100.0	349.0918343823186	47.73619136288402	Medium
GENE00166	6.477659387430077	5.998268073929053	3.5346740718696497	0.47269792440819464	99.0	17.208235390737435	0.0	Low
GENE00167	488.9576218683445	454.87429004147424	192.8604061586804	0.39362670882279593	100.0	1484.7244899008551	151.3578325346041	High
GENE00168	595.36823314224	583.0907169340537	182.2872730714958	0.305662278674757	100.0	1274.6941075779853	323.7326440970278	High
GENE00169	1290.4796602654417	1248.7363342485387	416.74774862645813	0.322690137094999	100.0	2664.2164462883484	512.3107419567253	High
GENE00170	3823.862679689018	3769.4626565792887	1190.139397014028	0.31115872560182806	100.0	7048.795751598287	1512.7562698328236	High
GENE00171	87.10111141714445	78.80133260947858	36.048490035995485	0.4091717965430849	100.0	204.12928703291917	36.28785254024501	Medium
GENE00172	165.39396393425193	159.39089669644932	59.31892866238131	0.35649687801067287	100.0	373.5046918795129	55.68986505843568	Medium
GENE00173	78.97510167693119	73.79528937654052	27.19415444040887	0.3400327585735727	100.0	167.06145934236187	29.862239972449437	Medium
GENE00174	85.67074365341385	83.39933263009067	29.558006414538244	0.3410378770111544	100.0	182.6945229725599	30.92725952824904	Medium
GENE00175	1163.2028365665917	1161.2865968837664	396.03465276176036	0.3401766773990397	100.0	2469.859232837885	291.2680742465462	High
GENE00176	29.70847508794264	28.340313328981544	12.21647301678058	0.3978208941276035	100.0	56.1346734200522	5.385189250710526	Low
